,review,game,overall_score,genre,reviewer_id
21843,A real gem.,Endless Space 2,88.0,Strategy,17076
21844,Quotation forthcoming.,Endless Space 2,86.0,Strategy,17077
21845,"Even though I wish that Endless Space 2 had fully controllable battles and smarter AI opponents, this is still an amazing game that you will be exploring for hours.",Endless Space 2,85.0,Strategy,17078
21846,A modern take on the cult classic Master of Orion.,Endless Space 2,85.0,Strategy,17079
21847,"The drawback is that while it offers almost perfectly executed traditional 4X gameplay, it fails to throw anything fresh on top of it.",Endless Space 2,85.0,Strategy,17079
21848,"[07/2017, p.40]",Endless Space 2,85.0,Strategy,17079
21849,"Endless Space 2 is one of the very best 4X games money can buy, specially if you like space related stuff.",Endless Space 2,85.0,Strategy,17080
21850,The only drawback is the lack of accessibility for newbie players who might find it hard to get aboard.,Endless Space 2,85.0,Strategy,17080
21851,"This is one of the deepest strategy and management games we've ever played, and it delivers everything 4X fans can ask for.",Endless Space 2,85.0,Strategy,17081
21852,Fans of 4X gaming cannot really go wrong here.,Endless Space 2,85.0,Strategy,17082
21853,"Endless Space 2 is a well-crafted game, that is expansive in all the right places, precise where it needs to be, complicated in an engaging way and truthfully, wonderful to look at.",Endless Space 2,85.0,Strategy,17082
21854,"It’s also, after a bit of a time-investment (the tutorial is well-structured in this regard), pretty welcoming to any curious passers-by.",Endless Space 2,85.0,Strategy,17082
21855,"Endless Space 2 has that special, addictive, one-more-turn quality about it.",Endless Space 2,85.0,Strategy,17082
21856,"There is real style here, and a hell of a lot of substance to back it up.",Endless Space 2,85.0,Strategy,17082
21857,"If you love the 4x genre, you will love Endless Space 2.",Endless Space 2,85.0,Strategy,17083
21858,"Endless Space 2 is an amplified journey across the galaxy, it doesn't reinvent the 4x strategy style, but everything it does, it does well.",Endless Space 2,85.0,Strategy,17084
21859,Endless Space 2 is a great 4X strategy game that is almost guaranteed to improve.,Endless Space 2,85.0,Strategy,17085
21860,"While not free of bugs, including a few large ones, it's a title that oozes character.",Endless Space 2,85.0,Strategy,17085
21861,"Each and every game offers the flexibility to play the way you want to and adapt as you please, while offering some excellently told stories with every game also offering a fresh emergent story to boot.",Endless Space 2,85.0,Strategy,17085
21862,Fans of 4X games set in space will be pleased to know that Endless Space 2 is a real high-quality product.,Endless Space 2,85.0,Strategy,17086
21863,It's well made as well as engrossing.,Endless Space 2,85.0,Strategy,17086
21864,That's it.,Endless Space 2,85.0,Strategy,17086
21865,"I really hope that Amplitude's new game wins the same acclaim as another successful cosmic strategy, Stellaris.",Endless Space 2,85.0,Strategy,17086
21866,Endless Space 2 brings 4X to life with a gorgeous presentation and a host of new approaches to a well-established genre.,Endless Space 2,85.0,Strategy,17087
21867,"While a few bugs remain, Amplitude has patched the game twice in the last week.",Endless Space 2,85.0,Strategy,17087
21868,"By all accounts, Endless Space 2 is easily one of the best examples of the genre.",Endless Space 2,85.0,Strategy,17087
21869,"There's a lot to like here if you give it a chance, and even if strategy isn't your preferred genre, you might find that it's worth your time to give ES2 a shot.",Endless Space 2,85.0,Strategy,17088
21870,"While many of the main gameplay mechanics remain like the original, many smaller changes have been made to improve the overall gameplay experience.",Endless Space 2,85.0,Strategy,17089
21871,The UI is wonderful and the varied faction mechanics allow for a good amount of replay ability.,Endless Space 2,85.0,Strategy,17089
21872,There are plenty of joyous empire building moments to be had in Endless Space 2 and it also contains a good level of strategic depth especially in multiplayer.,Endless Space 2,85.0,Strategy,17089
21873,"With a much improved tutorial advisor, fantastic graphics, and race specific storylines, Endless Space 2 is a galactic adventure worth having.",Endless Space 2,84.0,Strategy,17090
21874,"Good 4X game with some interesting changes, but it can't surpass the predecessor due to a lack of innovations and the old-fashioned presentation.",Endless Space 2,82.0,Strategy,17091
21875,Huge space strategy housed within a gleaming shell.,Endless Space 2,81.0,Strategy,17092
21876,It'll keep you boldly going for months.,Endless Space 2,81.0,Strategy,17092
21877,"[Aug 2017, p.74]",Endless Space 2,81.0,Strategy,17092
21878,"Some may prefer the accessible Master of Orion, some may want the complexity and diversity of Stellaris.",Endless Space 2,81.0,Strategy,17093
21879,"Bur for now Endless Space 2 is my first choice: challenging, suspenseful and sufficiently versatile, but still accessible enough, so I don’t tumble into one failure after another.",Endless Space 2,81.0,Strategy,17093
21880,"A perfect example of how the 4X strategy can be comprehensive, and yet remain clear and accessible to beginners.",Endless Space 2,80.0,Strategy,17094
21881,"If you ignored the genre or it started to bore you, this is the reason to give it another chance.",Endless Space 2,80.0,Strategy,17094
21882,[Issue#274],Endless Space 2,80.0,Strategy,17094
21883,Endless Space 2 is a glorious (and graphically awesome) iteration of the tired 4X formula.,Endless Space 2,80.0,Strategy,17095
21884,There are some interesting innovations that can lead the genre a little further together with some quirks in the interface that can lead to frustration for the more advanced players.,Endless Space 2,80.0,Strategy,17095
21885,"Endless Space 2 is one of the strongest 4X games in recent memory, even if it's not the deepest.",Endless Space 2,80.0,Strategy,17096
21886,Endless Space 2 is the rare 4X game where the writing is better than the strategy—though the strategy is still pretty decent.,Endless Space 2,80.0,Strategy,17097
21887,"The performance, happiness and stability issues drag down a game that could have received a perfect score.",Endless Space 2,80.0,Strategy,17098
21888,"If I had a choice, I’d roll back to the previous patch to at least have a stable game again, but that’s not an option.",Endless Space 2,80.0,Strategy,17098
21889,Fortunately there are ways to win the game without having a large portion of the map in your back pocket.,Endless Space 2,80.0,Strategy,17098
21890,"When the turns are processing, battles are resolved smoothly and revolts remain manageable, Endless Space 2 is an absolutely magnificent game.",Endless Space 2,80.0,Strategy,17098
21891,"There is so much to discover, so much to do and so many different ways to do it, it’s dazzling when you get started.",Endless Space 2,80.0,Strategy,17098
21892,"But once you have the basics under control and start noticing the many intricate ways in which the game allows you to manage and fine-tune your empire, it is hard not to be impressed.",Endless Space 2,80.0,Strategy,17098
21893,"Where other 4X titles lean towards a more utilitarian presentation, Endless Space 2 starts with a great 4X game and layers on good art, great writing, and excellent UI design.",Endless Space 2,80.0,Strategy,17099
21894,There's a wide variety of play in the available factions and a deep political system that underpins the entire thing.,Endless Space 2,80.0,Strategy,17099
21895,"The combat disappoints and the AI could use some improvement, but Amplitude is known for its expansions and improvements.",Endless Space 2,80.0,Strategy,17099
21896,What's here is already a 4X class act.,Endless Space 2,80.0,Strategy,17099
21897,"Endless Space 2 is an amazing sci-fi strategy game, with an impressive art style and a lot of options to rule your own galactic empire.",Endless Space 2,80.0,Strategy,17100
21898,Endless Space 2 is the quintessence of the 4X genre.,Endless Space 2,80.0,Strategy,17101
21899,"Despite confusing menus, some bugs and some issues with its combat system, it offers a deep and complex gameplay, and a captivating experience.",Endless Space 2,80.0,Strategy,17101
21900,"One of the best sci-fi strategy games ever made, with an impressive amount of storytelling variety and accessible controls.",Endless Space 2,80.0,Strategy,17102
21901,"Outstanding depth and tactical challenge have been preserved, although not at the expense of the strong storytelling needed to emphasize the sense of awe and wonder in galactic exploration that’s always been a huge part of the genre’s appeal.",Endless Space 2,80.0,Strategy,17103
21902,"Amplitude has done a masterful job combining these two elements into a single game, where the quests and strategy and politics and economy are all tied into a whole much greater than the sum of its parts.",Endless Space 2,80.0,Strategy,17103
21903,"Endless Space 2 bolsters Amplitude’s reputation for superb, unique 4X faction design.",Endless Space 2,80.0,Strategy,17104
21904,"The interwoven narrative and management mechanics produce a universe within which its easy to lose yourself, but some lingering bugs suggest the game may have launched prematurely.",Endless Space 2,80.0,Strategy,17104
21905,"Just as Endless Legend and Civilization V are now far superior to how they started, so can Endless Space 2 be.",Endless Space 2,80.0,Strategy,17105
21906,"It’s odd to talk of foundations in something so markedly floaty and space-based, so perhaps it’s better to think of this as an outpost, plonked down on a planet waiting to be colonised.",Endless Space 2,80.0,Strategy,17105
21907,"It’s a fertile planet, sure, but one that’s yet to be fully exploited.",Endless Space 2,80.0,Strategy,17105
21908,Endless Space 2 is the game that the fans of the 4X genre wanted and expected.,Endless Space 2,80.0,Strategy,17106
21909,"Not only it is great for the most experienced players, but also has a style that is perfect for newcomers.",Endless Space 2,80.0,Strategy,17106
21910,"A beautiful and capable 4X game, with memorable personality that's seemingly calculated down to the pixel level.",Endless Space 2,79.0,Strategy,17107
21911,"It doesn't deviate much from the genre's norms, but it delivers a generally satisfying 4X experience with only a few missteps in combat and diplomacy.",Endless Space 2,79.0,Strategy,17107
21912,"Provided you're also okay with tackling a steep learning curve, it's also a satisfying entry point for the genre.",Endless Space 2,79.0,Strategy,17107
21913,"Gorgeous grand strategy with atmosphere, depth and replayability—but it needs more time to reach its potential.",Endless Space 2,77.0,Strategy,17108
21914,A truly deep and compelling 4X game that will keep players busy for hours.,Endless Space 2,75.0,Strategy,17109
21915,"What it's lacking in ability to pick up and play, it makes up for by delivering a beautiful experience for those who are willing to keep at it until they understand it all.",Endless Space 2,75.0,Strategy,17109
21916,"A charming title with a breathtakingly good interface, Endless Space 2 is a clear improvement over its predecessor.",Endless Space 2,75.0,Strategy,17110
21917,"Every race has its own narrative, but it doesn’t work like it did in Endless Legends: tasks feel disjointed and random, and there’s no victory by completing the storyline.",Endless Space 2,70.0,Strategy,17111
21918,"Procedurally generated quests are even more arbitrary, and Academy storyline can’t quench thirst for good storytelling on its own.",Endless Space 2,70.0,Strategy,17111
21919,"[Issue#221, p.90]",Endless Space 2,70.0,Strategy,17111
21920,"There's much to recommend in Endless Space 2, and its art and writing has the potential to open up a complex genre to a new audience, but there's no escaping the fact it'll be a better game in six months.",Endless Space 2,70.0,Strategy,17112
21921,"[Aug 2017, p.116]",Endless Space 2,70.0,Strategy,17112
21922,"Long and enjoyable, Endless Space 2 offers the user a deep experience full of options and with thousands of objectives to achieve.",Endless Space 2,70.0,Strategy,17113
21923,"It is also difficult and very, very slow.",Endless Space 2,70.0,Strategy,17113
21924,"Endless Space 2 offers great political and administrative mechanics, but lacks compelling warfare and diplomacy systems.",Endless Space 2,70.0,Strategy,17114
21925,"Endless Space 2 really pushed the boat out with great animations and pretty decent graphical elements, but the constant performance issues do detract from the overall experience.",Endless Space 2,65.0,Strategy,17115
21926,I would recommend you check out a few gameplay videos before jumping in unless you’re a 4X fan.,Endless Space 2,65.0,Strategy,17115
21927,"The game takes a lot from titles like Stellaris when it comes to politics, but stops short of being a great overall strategy game.",Endless Space 2,65.0,Strategy,17115
21928,"If Amplitude pushed the envelope a bit further with a more nuanced political spectrum and ditched the turn-based aspect, I could have seen myself loving this game.",Endless Space 2,65.0,Strategy,17115
21929,"But at the moment, it's just adequate.",Endless Space 2,65.0,Strategy,17115
21930,Sleek and competent and detailed and not really very exciting.,Endless Space 2,60.0,Strategy,17116
21931,"[Issue#263, p.62]",Endless Space 2,60.0,Strategy,17116
21932,"Outside of Civ’s relentless near-perfection, Endless Space 2 is now one of the real standard-bearers in the 4X space.",Endless Space 2,,Strategy,17117
21933,"While some of its more direct elements come up short, its implementation of politics is a masterstroke, adding depth and complexity to part of a game that often feels like an arbitrary chore.",Endless Space 2,,Strategy,17117
21934,"From the interface to economics, it sports some of the best systems I’ve seen in a 4X game, and like Endless Legend, it’s simultaneously confident and experimental, finding new ways to spice up a genre that can too often be bland.",Endless Space 2,,Strategy,17118
21935,[RPS Recommended],Endless Space 2,,Strategy,17118
21936,But I think it's worth the investment.,Endless Space 2,,Strategy,17119
21937,"With Endless Space 2 I feel like a lot of the loose observations and conclusions I drew from Endless Legend are finally coalescing into knowledge, and Amplitude's strategic language is starting to sound like poetry.",Endless Space 2,,Strategy,17119
22313,"Bridge Constructor Portal is a fantastic puzzle game, and a thoroughly Portal title.",Bridge Constructor Portal,100.0,"Simulation,Strategy",17304
22314,"They say that love can build a bridge, but love isn’t GlaDOS’ style, so you’ll have to make do with girders and cables instead.",Bridge Constructor Portal,90.0,"Simulation,Strategy",17305
22315,"Frustratingly difficult in parts, but a game that you’ll keep coming back to until you master it.",Bridge Constructor Portal,90.0,"Simulation,Strategy",17305
22316,Bridge Constructor Portal is practically the best game in the series right now.,Bridge Constructor Portal,85.0,"Simulation,Strategy",17306
22317,"The well-done, sarcastic style and Ellen McLain as teh original voice complete the overall package well.",Bridge Constructor Portal,82.0,"Simulation,Strategy",17307
22318,"Bridge Constructor Portal is no Portal, and no one expected it to be, but it's close when you consider the general enjoyment that can be had while playing it.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17308
22319,"GLaDOS is an extremely welcome resurgence, and it was oddly a pleasure to find myself under her thumb in the Aperture Science world once more.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17308
22320,Bridge Constructor Portal is an amusing engineering game.,Bridge Constructor Portal,80.0,"Simulation,Strategy",17309
22321,You must exploit physics and gravity and that's exactly the key puzzle logic of Portal.,Bridge Constructor Portal,80.0,"Simulation,Strategy",17309
22322,This title successfully combines the diverse characteristics of two classic games.,Bridge Constructor Portal,80.0,"Simulation,Strategy",17310
22323,The key puzzle logic of Portal is now perfectly presented in the world of Bridge Constructor.,Bridge Constructor Portal,80.0,"Simulation,Strategy",17310
22324,"Although we can find some annoying defects, this game is still worth a try, if you are a fan of any one of these two series.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17310
22325,"If you're looking for a new chapter in the Portal saga, Bridge Constructor Portal won't give you that.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17311
22326,"There's a little of that trademark GLaDOS dark humor before each level, but the game is really a sequence of puzzles rather than a contiguous story.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17311
22327,"I didn't mind that, though, I enjoyed the challenge of the puzzles (and to be honest, it was also fun watching everything collapse in spectacular fashion as a convoy was trying to get safely across) and it's always a treat to listen to GLaDOS, voiced as in the Portal games by Ellen McLain.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17311
22328,"You don't have to be a Portal fan to enjoy the game, just a fan of physics-based puzzle games.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17311
22329,"And if you are a Portal fan, while the game isn't exactly Portal 3, it's nice to be able to make a brief return to Aperture Industries anyway.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17311
22330,"It's not Portal, but we have some of Valve's franchise elements in here.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17312
22331,Build bridges and lead the driver into a deadly adventure in this puzzle game.,Bridge Constructor Portal,80.0,"Simulation,Strategy",17312
22332,"Bridge Constructor Portal is challenging and funny, but some of the mechanics have been simplified.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17312
22333,For $9.99 this game has a ton of replay value.,Bridge Constructor Portal,80.0,"Simulation,Strategy",17313
22334,Bridge Constructor Portal proves to be a very amusing engineering game in which to exploit physics and gravity to help the Bendies find the exit.,Bridge Constructor Portal,80.0,"Simulation,Strategy",17314
22335,"It might not be as funny as Portal but the puzzles are almost as inventive, in this contrived but entertaining crossover.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17315
22336,"If you love Portal and build bridges, Bridge Constructor Portal is the game for you.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17316
22337,Bridge Constructor Portal is a well-assembled holiday treat.,Bridge Constructor Portal,80.0,"Simulation,Strategy",17317
22338,"Those expecting Portal 3 will be let down, but if you’re willing to set aside unfair expectations you’ll discover an accessible, flexible puzzle game that avoids many of the genre’s frustrating pitfalls.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17317
22339,"Bridge Constructor Portal passes the test, and that’s no lie.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17317
22340,"I can wholeheartedly recommend Bridge Constructor Portal as a rich, challenging puzzler with plenty of brain-twisters in store across its 60 levels.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17318
22341,"The pacing and methodical iteration it encourages meant it only ever taxed my mind, not my nerves.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17318
22342,"As a Portal fan’s nostalgia piece, it’s really not much better than a kitschy, amusement park gift shop recreation of the world many of us know and love – but the little nods serve well enough to enhance an already enjoyable puzzle game.",Bridge Constructor Portal,80.0,"Simulation,Strategy",17318
22343,"Portal's systems, if not its clever humor, are put to good use in this fun physics-based puzzle game.",Bridge Constructor Portal,78.0,"Simulation,Strategy",17319
22344,"A cool game for in-between, for Portal fans in particular.",Bridge Constructor Portal,77.0,"Simulation,Strategy",17320
22345,Good news: new Portal game!,Bridge Constructor Portal,75.0,"Simulation,Strategy",17321
22346,Bad news: it’s just a marriage between Portal and Bridge Constructor.,Bridge Constructor Portal,75.0,"Simulation,Strategy",17321
22347,Good news: it’s a happy marriage.,Bridge Constructor Portal,75.0,"Simulation,Strategy",17321
22348,"Building bridges with GLaDOS might not be as atmospheric and witty as big Portal games, but it sure is fun and it’s definitely not the case of cynical preying on a beloved franchise.",Bridge Constructor Portal,75.0,"Simulation,Strategy",17321
22349,"[02/2018, p.48]",Bridge Constructor Portal,75.0,"Simulation,Strategy",17321
22350,Bridge Constructor Portal is a great way to introduce a newcomer like me to this surprisingly popular genre.,Bridge Constructor Portal,75.0,"Simulation,Strategy",17322
22351,"It uses the borrowed IP well, and while not every joke hits, the fact that the dev was able to shoehorn that Portal flavor into a completely new genre is commendable.",Bridge Constructor Portal,75.0,"Simulation,Strategy",17322
22352,"This is probably isn’t the product that Valve fans were wishing for, but let’s stop berating them and enjoy what we’ve received — turning up one’s nose at a surprise gift like this would be silly.",Bridge Constructor Portal,75.0,"Simulation,Strategy",17322
22353,"Bridge Constructor Portal is not the Portal game many would have been expecting, but with the reassuring presence of GLaDOS and the Companion Cubes (also, coincidently, the name of my new band), it’s nevertheless enough to scratch that ‘fun with portals’ itch left in the wake of Portal 2.",Bridge Constructor Portal,75.0,"Simulation,Strategy",17323
22354,"As a complete neophyte to the Bridge Constructor series, Bridge Constructor Portal got me surprisingly invested.",Bridge Constructor Portal,75.0,"Simulation,Strategy",17324
22355,The franchise hybrid works surprisingly well.,Bridge Constructor Portal,75.0,"Simulation,Strategy",17325
22356,"With the integration of quite a few beloved Aperture elements (including GlaDOS, of course) the construction puzzles gain an edge.",Bridge Constructor Portal,75.0,"Simulation,Strategy",17325
22357,But nonetheless they could have been improved with additional challenges.,Bridge Constructor Portal,75.0,"Simulation,Strategy",17325
22358,"Portal is kinda back with a clever puzzle, quite enjoyable and engaging.",Bridge Constructor Portal,75.0,"Simulation,Strategy",17326
22359,"Some aspects need a little bit of extra polishing, but if you like physics-based puzzles, we think you'll like it.",Bridge Constructor Portal,75.0,"Simulation,Strategy",17326
22360,"Bridge Constructor Portal successfully melds bridge-building with classic Portal gameplay elements, though it fails to emulate the excellent humor of that series.",Bridge Constructor Portal,71.0,"Simulation,Strategy",17327
22361,Good value and creative levels with more than one solution make it a slick package for anyone looking to relax while using their brains a bit.,Bridge Constructor Portal,71.0,"Simulation,Strategy",17327
22362,"An entertaining builder/puzzler for all virtual designers which has recently merged with Portal where it takes its mechanics, stylization and humor.",Bridge Constructor Portal,70.0,"Simulation,Strategy",17328
22363,"Unfortunately, the game wears off over the time and its emphasis on precision isn’t supported with better tools.",Bridge Constructor Portal,70.0,"Simulation,Strategy",17328
22364,"Bridge Constructor Portal will not blow you away, but it's a fun puzzle title that makes good use of portals and puts a new twist on a classic formula.",Bridge Constructor Portal,70.0,"Simulation,Strategy",17329
22365,"For Portal fans, it's an excellent opportunity to revisit the classic world of Portal with a slightly different approach.",Bridge Constructor Portal,70.0,"Simulation,Strategy",17329
22366,Bridge Constructor Portal takes some of the best snark from the Portal series and shoves it into a clever little construction game.,Bridge Constructor Portal,70.0,"Simulation,Strategy",17330
22367,"Even if the game doesn't bring anything wholly new to the table for Portal fans and it leans on some filler toward the end, on the whole, I had a darn good time with this spin-off.",Bridge Constructor Portal,70.0,"Simulation,Strategy",17331
22368,A good logic game that is far from the potential of a great license.,Bridge Constructor Portal,60.0,"Simulation,Strategy",17332
22369,"It can entertain, but it can also tire you very quickly due to the absence of new elements during the campaign.",Bridge Constructor Portal,60.0,"Simulation,Strategy",17332
22370,[Issue#282],Bridge Constructor Portal,60.0,"Simulation,Strategy",17332
22371,"A new Dawn of War has risen, and it’s an exciting return from a long dormant franchise.","Warhammer 40,000: Dawn of War III",90.0,"Action,Simulation,Strategy",17365
22372,"Warhammer 40,000: Dawn of War III successfully takes the best elements from the previous two games and blends them with traditional RTS mechanics to create a game with deep strategic gameplay.","Warhammer 40,000: Dawn of War III",90.0,"Action,Simulation,Strategy",17365
22373,"The campaign, which ultimately serves as a glorified tutorial, is entertaining and lengthy enough to keep players hooked for hours even though it’s predictable.","Warhammer 40,000: Dawn of War III",90.0,"Action,Simulation,Strategy",17365
22374,The focus on Elite units differentiates Dawn of War III from its competitors by introducing a new sense of depth and progression into the game.,"Warhammer 40,000: Dawn of War III",90.0,"Action,Simulation,Strategy",17365
22375,"Die-hards might have something to say about some of Relics choices, but even they can't deny the excellent real-time strategy game that is Dawn of War 3.","Warhammer 40,000: Dawn of War III",90.0,"Action,Simulation,Strategy",17366
22376,"It is rich in choices, has great production value and offers an amazing campaign.","Warhammer 40,000: Dawn of War III",90.0,"Action,Simulation,Strategy",17366
22377,"Maybe Dawn of War 3 isn't the greatest entry in the saga, but it's damn close.","Warhammer 40,000: Dawn of War III",89.0,"Action,Simulation,Strategy",17367
22378,"A great RTS in its own right, it lacks a bit of content and some gameplay adjustments to truly climb above its storied predecessors.","Warhammer 40,000: Dawn of War III",89.0,"Action,Simulation,Strategy",17367
22379,Quotation forthcoming.,"Warhammer 40,000: Dawn of War III",88.0,"Action,Simulation,Strategy",17368
22380,For the fans this is the greatest gift imaginable.,"Warhammer 40,000: Dawn of War III",87.0,"Action,Simulation,Strategy",17369
22381,The Elite are great for both spectacle and tactical creativity.,"Warhammer 40,000: Dawn of War III",87.0,"Action,Simulation,Strategy",17369
22382,"This game is tough, but it is so worth the struggle.","Warhammer 40,000: Dawn of War III",87.0,"Action,Simulation,Strategy",17369
22383,"Bombastic battles, huge campaign, thrilling multiplayer.","Warhammer 40,000: Dawn of War III",86.0,"Action,Simulation,Strategy",17370
22384,A triumphant comeback for Dawn of War.,"Warhammer 40,000: Dawn of War III",86.0,"Action,Simulation,Strategy",17370
22385,"Action oriented and a lot of fun, Dawn of War III is an excellent combination of the best elements in the franchise: epic scale combat with an intense micromanagement of unit.","Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17371
22386,"Warhammer 40,000 : Dawn of War 3 is clearly a very good strategy game which follows in the footsteps of it's predecessors.","Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17372
22387,The only drawback is the obvious lack of content which calls for future DLC.,"Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17372
22388,Intense battles in which heroes and cannon fodder soldiers have to work together to achieve victory.,"Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17373
22389,"Expect a surprisingly long and entertaining campaign plus brutal multiplayer skirmishes, which are in desperate need of more content.","Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17373
22390,Veterans of the original Dawn of War will take to this game like stepping into their old Power Armour.,"Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17374
22391,"Exhilarating, over-the-top spectacle, and meeting expectations like only Dawn of War can.","Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17374
22392,"It's challenging, fun and rewarding.","Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17375
22393,"A nice return of the series, with a great multiplayer and a very solid campaign.","Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17375
22394,Relic gets to mix the past two games of the franchise in an intense game but fails to create an intense campaign.,"Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17376
22395,The multiplayer will provide tons of fun to the players.,"Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17376
22396,A solid third entry for the franchise that executes its mechanics very well.,"Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17377
22397,Sadly the lack of multiplayer modes at launch is disappointing but a great game that should please many.,"Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17377
22398,Dawn of War 3 is a really good RTS game und should satisfy any fan of Warhammer with its epic campaign.,"Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17378
22399,"More than ten years after its initial release, Warhammer 40,000 series comes back with a third installment.","Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17379
22400,"Dawn of War 3 isn’t a perfect game, but it allows the saga to continue on a high note.","Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17379
22401,"Once again, Relic has done a great job at bringing Warhammer 40,000 to the digital world.","Warhammer 40,000: Dawn of War III",85.0,"Action,Simulation,Strategy",17380
22402,"Warhammer 40,000: Dawn of War III is a fast-paced RTS that delivers a good blend of the old and the new to make it a lot of fun for both newcomers and veterans alike.","Warhammer 40,000: Dawn of War III",83.0,"Action,Simulation,Strategy",17381
22403,"With powerful hero units to break the mold and addictive combat to fill in the cracks, Dawn of War III manages to deliver an RTS experience that lives up to the Warhammer 40K legacy.","Warhammer 40,000: Dawn of War III",83.0,"Action,Simulation,Strategy",17381
22404,"Tough, intimidating, and powerfully gripping, Dawn of War III is the Power Fist of RTS sequels.","Warhammer 40,000: Dawn of War III",82.0,"Action,Simulation,Strategy",17382
22405,"[June 2017, p.74]","Warhammer 40,000: Dawn of War III",82.0,"Action,Simulation,Strategy",17382
22406,Overall I was very happy with it.,"Warhammer 40,000: Dawn of War III",82.0,"Action,Simulation,Strategy",17383
22407,My last Warhammer experience was with Eternal Crusade which really didn’t hit the spot for me… so Dawn Of War 3 is a pleasant scratch to that itch for some space melodrama.,"Warhammer 40,000: Dawn of War III",82.0,"Action,Simulation,Strategy",17383
22408,"As mentioned, if you are a long time fan, don’t expect to get the same game you’ve played before… or even a mix of the two, it would seem they have taken a slightly different approach.","Warhammer 40,000: Dawn of War III",82.0,"Action,Simulation,Strategy",17383
22409,"On the other hand if you like a bit of RTS action, some fun storytelling, it’s a great bit of fun and visually quite pretty (epic opening movie especially).","Warhammer 40,000: Dawn of War III",82.0,"Action,Simulation,Strategy",17383
22410,"If in doubt, wait for a good sale… but there’s a lot of fun to be had here.","Warhammer 40,000: Dawn of War III",82.0,"Action,Simulation,Strategy",17383
22411,"Despite being pretty different from the second chapter of the series, Dawn of War III is a proper strategic title, with a great campaign and an excellent balancing.","Warhammer 40,000: Dawn of War III",82.0,"Action,Simulation,Strategy",17384
22412,"Too bad, the multiplayer offering is pretty scarce.","Warhammer 40,000: Dawn of War III",82.0,"Action,Simulation,Strategy",17384
22413,"The games that play out as intended - courtesy of the twists that Relic has brought into the franchise this time around - well, those will stay in your mind as some of the most intense RTS games you'll ever have.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17385
22414,"[Issue#188, p.74]","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17385
22415,"In the eight years since Dawn of War II, the RTS genre has evolved to include MOBA-like elements, but someone returning to the RTS fold will have no problem getting up to speed.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17386
22416,"The stalwart staple of three balanced factions has been enriched with Elite hero units, and the multiplayer mode clearly shows the influence of DOTA and its brethren.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17386
22417,"Dawn of War III's campaign is substantial -- if not always entirely entertaining -- and once mastered, its three factions offer extended fun in skirmishes with the game's capable AI or online against human competitors.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17386
22418,"While there is no longer a steady stream of RTS games, fans will be more than satisfied by Dawn of War III's fundamentally classic approach.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17386
22419,"Dawn of War III brings with it a campaign that starts off on the slow end, but eventually warms up to be an enjoyable, if fairly standard, single player mode.","Warhammer 40,000: Dawn of War III",80.0,"Action,Simulation,Strategy",17387
